"X","Unnamed..0","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2","is_neurotransmitter","ligand.symbol","ligand.family","ligand.location","ligand.keyword","ligand.secreted_type","ligand.transmembrane","receptor.symbol","receptor.family","receptor.location","receptor.keyword","receptor.surfaceome_main","receptor.surfaceome_sub","receptor.adhesome","receptor.secreted_type","receptor.transmembrane","version"
2465,"GABA-A-GAD2_SLC6A8_GABR_A4B3D","GABA-A-GAD2_SLC6A8_GABR_A4B3D","GABA-A","GABA-GAD2_SLC6A8","GABR_A4B3D","","","","","PMID: 34417930;PMID: 23038269","Non-protein Signaling","GABA-A-(GAD2+SLC6A8) - GABR_A4B3D","True","GAD2, SLC6A8","Group II decarboxylase, Sodium:neurotransmitter symporter (SNF) (TC 2.A.22)","Cytoplasm, Presynaptic cell membrane, Cytosol, Golgi apparatus membrane, Cytoplasmic vesicle, Apical cell membrane, Cell membrane","Neurotransmitter biosynthesis, Membrane, Pyridoxal phosphate, Cytoplasm, Decarboxylase, Cytoplasmic vesicle, Cell projection, Reference proteome, Lipoprotein, Cell membrane, Phosphoprotein, Golgi apparatus, Synapse, 3D-structure, Lyase, Palmitate, Disease variant, Sodium, Intellectual disability, Transmembrane helix, Transmembrane, Transport, Glycoprotein, Alternative splicing, Ion transport, Symport, Sodium transport","","True","GABRA4, GABRD, GABRB3","Ligand-gated ion channel (TC 1.A.9)","Postsynaptic cell membrane, Cell membrane, Cytoplasmic vesicle membrane","Chloride channel, Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Chloride, Glycoprotein, Ion transport, Signal, Reference proteome, Cell membrane, Transmembrane helix, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Disease variant, Epilepsy, Phosphoprotein, Alternative splicing, Cytoplasmic vesicle, Direct protein sequencing","Transporters","Channels;Ligand_gated_ion_channels;cys-loop","","","True","CellChatDB v2"
2466,"GABA-A-GAD2_SLC6A8_GABR_A4B2D","GABA-A-GAD2_SLC6A8_GABR_A4B2D","GABA-A","GABA-GAD2_SLC6A8","GABR_A4B2D","","","","","PMID: 34417930;PMID: 23038269","Non-protein Signaling","GABA-A-(GAD2+SLC6A8) - GABR_A4B2D","True","GAD2, SLC6A8","Group II decarboxylase, Sodium:neurotransmitter symporter (SNF) (TC 2.A.22)","Cytoplasm, Presynaptic cell membrane, Cytosol, Golgi apparatus membrane, Cytoplasmic vesicle, Apical cell membrane, Cell membrane","Neurotransmitter biosynthesis, Membrane, Pyridoxal phosphate, Cytoplasm, Decarboxylase, Cytoplasmic vesicle, Cell projection, Reference proteome, Lipoprotein, Cell membrane, Phosphoprotein, Golgi apparatus, Synapse, 3D-structure, Lyase, Palmitate, Disease variant, Sodium, Intellectual disability, Transmembrane helix, Transmembrane, Transport, Glycoprotein, Alternative splicing, Ion transport, Symport, Sodium transport","","True","GABRA4, GABRD, GABRB2","Ligand-gated ion channel (TC 1.A.9)","Postsynaptic cell membrane, Cell membrane, Cytoplasmic vesicle membrane","Chloride channel, Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Chloride, Glycoprotein, Ion transport, Signal, Reference proteome, Cell membrane, Transmembrane helix, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Disease variant, Epilepsy, Phosphoprotein, Alternative splicing, Cytoplasmic vesicle","Transporters","Channels;Ligand_gated_ion_channels;cys-loop","","","True","CellChatDB v2"
2467,"GABA-A-GAD2_SLC6A8_GABR_A5B3G2","GABA-A-GAD2_SLC6A8_GABR_A5B3G2","GABA-A","GABA-GAD2_SLC6A8","GABR_A5B3G2","","","","","PMID: 34417930;PMID: 23038269","Non-protein Signaling","GABA-A-(GAD2+SLC6A8) - GABR_A5B3G2","True","GAD2, SLC6A8","Group II decarboxylase, Sodium:neurotransmitter symporter (SNF) (TC 2.A.22)","Cytoplasm, Presynaptic cell membrane, Cytosol, Golgi apparatus membrane, Cytoplasmic vesicle, Apical cell membrane, Cell membrane","Neurotransmitter biosynthesis, Membrane, Pyridoxal phosphate, Cytoplasm, Decarboxylase, Cytoplasmic vesicle, Cell projection, Reference proteome, Lipoprotein, Cell membrane, Phosphoprotein, Golgi apparatus, Synapse, 3D-structure, Lyase, Palmitate, Disease variant, Sodium, Intellectual disability, Transmembrane helix, Transmembrane, Transport, Glycoprotein, Alternative splicing, Ion transport, Symport, Sodium transport","","True","GABRA5, GABRG2, GABRB3","Ligand-gated ion channel (TC 1.A.9)","Postsynaptic cell membrane, Cell membrane, Cell projection, Cytoplasmic vesicle membrane, Dendrite","Chloride channel, Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Chloride, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Isopeptide bond, 3D-structure, Ubl conjugation, Alternative splicing, Cytoplasmic vesicle, Cell projection, Lipoprotein, Palmitate, Direct protein sequencing","Transporters","Channels;Ligand_gated_ion_channels;cys-loop","","","True","CellChatDB v2"
2468,"GABA-A-GAD2_SLC6A8_GABR_A6B3G2","GABA-A-GAD2_SLC6A8_GABR_A6B3G2","GABA-A","GABA-GAD2_SLC6A8","GABR_A6B3G2","","","","","PMID: 34417930;PMID: 23038269","Non-protein Signaling","GABA-A-(GAD2+SLC6A8) - GABR_A6B3G2","True","GAD2, SLC6A8","Group II decarboxylase, Sodium:neurotransmitter symporter (SNF) (TC 2.A.22)","Cytoplasm, Presynaptic cell membrane, Cytosol, Golgi apparatus membrane, Cytoplasmic vesicle, Apical cell membrane, Cell membrane","Neurotransmitter biosynthesis, Membrane, Pyridoxal phosphate, Cytoplasm, Decarboxylase, Cytoplasmic vesicle, Cell projection, Reference proteome, Lipoprotein, Cell membrane, Phosphoprotein, Golgi apparatus, Synapse, 3D-structure, Lyase, Palmitate, Disease variant, Sodium, Intellectual disability, Transmembrane helix, Transmembrane, Transport, Glycoprotein, Alternative splicing, Ion transport, Symport, Sodium transport","","True","GABRA6, GABRG2, GABRB3","Ligand-gated ion channel (TC 1.A.9)","Postsynaptic cell membrane, Cell membrane, Cell projection, Cytoplasmic vesicle membrane, Dendrite","Chloride channel, Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Chloride, Glycoprotein, Ion transport, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Alternative splicing, Cytoplasmic vesicle, Disease variant, Cell projection, Lipoprotein, Epilepsy, 3D-structure, Palmitate, Direct protein sequencing","Transporters","Channels;Ligand_gated_ion_channels;cys-loop","","","True","CellChatDB v2"
2469,"GABA-A-GAD2_SLC6A8_GABR_A6B3D","GABA-A-GAD2_SLC6A8_GABR_A6B3D","GABA-A","GABA-GAD2_SLC6A8","GABR_A6B3D","","","","","PMID: 34417930;PMID: 23038269","Non-protein Signaling","GABA-A-(GAD2+SLC6A8) - GABR_A6B3D","True","GAD2, SLC6A8","Group II decarboxylase, Sodium:neurotransmitter symporter (SNF) (TC 2.A.22)","Cytoplasm, Presynaptic cell membrane, Cytosol, Golgi apparatus membrane, Cytoplasmic vesicle, Apical cell membrane, Cell membrane","Neurotransmitter biosynthesis, Membrane, Pyridoxal phosphate, Cytoplasm, Decarboxylase, Cytoplasmic vesicle, Cell projection, Reference proteome, Lipoprotein, Cell membrane, Phosphoprotein, Golgi apparatus, Synapse, 3D-structure, Lyase, Palmitate, Disease variant, Sodium, Intellectual disability, Transmembrane helix, Transmembrane, Transport, Glycoprotein, Alternative splicing, Ion transport, Symport, Sodium transport","","True","GABRA6, GABRD, GABRB3","Ligand-gated ion channel (TC 1.A.9)","Postsynaptic cell membrane, Cell membrane, Cytoplasmic vesicle membrane","Chloride channel, Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Chloride, Glycoprotein, Ion transport, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Disease variant, Epilepsy, 3D-structure, Alternative splicing, Cytoplasmic vesicle, Direct protein sequencing","Transporters","Channels;Ligand_gated_ion_channels;cys-loop","","","True","CellChatDB v2"
2470,"Glycine-Gly-SHMT1_SLC6A5_GLRA1_GLRB","Glycine-Gly-SHMT1_SLC6A5_GLRA1_GLRB","Glycine","Gly-SHMT1_SLC6A5","GLRA1_GLRB","","","","","PMID: 9131721","Non-protein Signaling","Gly-(SHMT1+SLC6A5) - (GLRA1+GLRB)","True","SLC6A5, SHMT1","Sodium:neurotransmitter symporter (SNF) (TC 2.A.22), SHMT","Cell membrane, Cytoplasm","Disease variant, Membrane, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Metal-binding, Transmembrane, Transport, Alternative splicing, Neurotransmitter transport, Symport, Glycoprotein, Pyridoxal phosphate, Cytoplasm, 3D-structure, One-carbon metabolism, Transferase, Acetylation","","False","GLRA1, GLRB","Ligand-gated ion channel (TC 1.A.9)","Synapse, Postsynaptic cell membrane, Cell projection, Cell membrane","Chloride channel, Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Chloride, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Zinc, 3D-structure","Transporters","Channels;Ligand_gated_ion_channels;cys-loop","","","True","CellChatDB v2"
2471,"Glycine-Gly-SHMT1_SLC6A5_GLRA2","Glycine-Gly-SHMT1_SLC6A5_GLRA2","Glycine","Gly-SHMT1_SLC6A5","GLRA2","","","","","PMID: 9131721","Non-protein Signaling","Gly-(SHMT1+SLC6A5) - GLRA2","True","SLC6A5, SHMT1","Sodium:neurotransmitter symporter (SNF) (TC 2.A.22), SHMT","Cell membrane, Cytoplasm","Disease variant, Membrane, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Metal-binding, Transmembrane, Transport, Alternative splicing, Neurotransmitter transport, Symport, Glycoprotein, Pyridoxal phosphate, Cytoplasm, 3D-structure, One-carbon metabolism, Transferase, Acetylation","","False","GLRA2","Ligand-gated ion channel (TC 1.A.9)","Synapse, Postsynaptic cell membrane, Cell projection, Cell membrane","Chloride channel, Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Chloride, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Zinc, 3D-structure","Transporters","Channels;Ligand_gated_ion_channels;cys-loop","","","True","CellChatDB v2"
2472,"Glycine-Gly-SHMT1_SLC6A9_GLRA1_GLRB","Glycine-Gly-SHMT1_SLC6A9_GLRA1_GLRB","Glycine","Gly-SHMT1_SLC6A9","GLRA1_GLRB","","","","","PMID: 9131721","Non-protein Signaling","Gly-(SHMT1+SLC6A9) - (GLRA1+GLRB)","True","SHMT1, SLC6A9","SHMT, Sodium:neurotransmitter symporter (SNF) (TC 2.A.22)","Cytoplasm, Cell membrane","Reference proteome, Pyridoxal phosphate, Cytoplasm, Alternative splicing, 3D-structure, One-carbon metabolism, Transferase, Acetylation, Disease variant, Membrane, Cell membrane, Transmembrane helix, Phosphoprotein, Transmembrane, Transport, Amino-acid transport, Neurotransmitter transport, Symport","","False","GLRA1, GLRB","Ligand-gated ion channel (TC 1.A.9)","Synapse, Postsynaptic cell membrane, Cell projection, Cell membrane","Chloride channel, Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Chloride, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Zinc, 3D-structure","Transporters","Channels;Ligand_gated_ion_channels;cys-loop","","","True","CellChatDB v2"
2473,"Glycine-Gly-SHMT1_SLC6A9_GLRA2","Glycine-Gly-SHMT1_SLC6A9_GLRA2","Glycine","Gly-SHMT1_SLC6A9","GLRA2","","","","","PMID: 9131721","Non-protein Signaling","Gly-(SHMT1+SLC6A9) - GLRA2","True","SHMT1, SLC6A9","SHMT, Sodium:neurotransmitter symporter (SNF) (TC 2.A.22)","Cytoplasm, Cell membrane","Reference proteome, Pyridoxal phosphate, Cytoplasm, Alternative splicing, 3D-structure, One-carbon metabolism, Transferase, Acetylation, Disease variant, Membrane, Cell membrane, Transmembrane helix, Phosphoprotein, Transmembrane, Transport, Amino-acid transport, Neurotransmitter transport, Symport","","False","GLRA2","Ligand-gated ion channel (TC 1.A.9)","Synapse, Postsynaptic cell membrane, Cell projection, Cell membrane","Chloride channel, Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Chloride, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Zinc, 3D-structure","Transporters","Channels;Ligand_gated_ion_channels;cys-loop","","","True","CellChatDB v2"
2474,"Glycine-Gly-SHMT2_SLC6A5_GLRA1_GLRB","Glycine-Gly-SHMT2_SLC6A5_GLRA1_GLRB","Glycine","Gly-SHMT2_SLC6A5","GLRA1_GLRB","","","","","PMID: 9131721","Non-protein Signaling","Gly-(SHMT2+SLC6A5) - (GLRA1+GLRB)","True","SLC6A5, SHMT2","Sodium:neurotransmitter symporter (SNF) (TC 2.A.22), SHMT","Cell membrane, Mitochondrion inner membrane, Cytoplasm, Nucleus, Mitochondrion matrix, Mitochondrion, Mitochondrion nucleoid","Disease variant, Membrane, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Metal-binding, Transmembrane, Transport, Alternative splicing, Neurotransmitter transport, Symport, Glycoprotein, Intellectual disability, Pyridoxal phosphate, Mitochondrion, Mitochondrion inner membrane, Cytoplasm, One-carbon metabolism, Transferase, Transit peptide, Nucleus, Cardiomyopathy, Mitochondrion nucleoid, 3D-structure, Acetylation","","False","GLRA1, GLRB","Ligand-gated ion channel (TC 1.A.9)","Synapse, Postsynaptic cell membrane, Cell projection, Cell membrane","Chloride channel, Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Chloride, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Zinc, 3D-structure","Transporters","Channels;Ligand_gated_ion_channels;cys-loop","","","True","CellChatDB v2"
2475,"Glycine-Gly-SHMT2_SLC6A5_GLRA2","Glycine-Gly-SHMT2_SLC6A5_GLRA2","Glycine","Gly-SHMT2_SLC6A5","GLRA2","","","","","PMID: 9131721","Non-protein Signaling","Gly-(SHMT2+SLC6A5) - GLRA2","True","SLC6A5, SHMT2","Sodium:neurotransmitter symporter (SNF) (TC 2.A.22), SHMT","Cell membrane, Mitochondrion inner membrane, Cytoplasm, Nucleus, Mitochondrion matrix, Mitochondrion, Mitochondrion nucleoid","Disease variant, Membrane, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Disulfide bond, Metal-binding, Transmembrane, Transport, Alternative splicing, Neurotransmitter transport, Symport, Glycoprotein, Intellectual disability, Pyridoxal phosphate, Mitochondrion, Mitochondrion inner membrane, Cytoplasm, One-carbon metabolism, Transferase, Transit peptide, Nucleus, Cardiomyopathy, Mitochondrion nucleoid, 3D-structure, Acetylation","","False","GLRA2","Ligand-gated ion channel (TC 1.A.9)","Synapse, Postsynaptic cell membrane, Cell projection, Cell membrane","Chloride channel, Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Chloride, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Zinc, 3D-structure","Transporters","Channels;Ligand_gated_ion_channels;cys-loop","","","True","CellChatDB v2"
2476,"Glycine-Gly-SHMT2_SLC6A9_GLRA1_GLRB","Glycine-Gly-SHMT2_SLC6A9_GLRA1_GLRB","Glycine","Gly-SHMT2_SLC6A9","GLRA1_GLRB","","","","","PMID: 9131721","Non-protein Signaling","Gly-(SHMT2+SLC6A9) - (GLRA1+GLRB)","True","SHMT2, SLC6A9","SHMT, Sodium:neurotransmitter symporter (SNF) (TC 2.A.22)","Mitochondrion inner membrane, Cytoplasm, Nucleus, Mitochondrion matrix, Mitochondrion, Mitochondrion nucleoid, Cell membrane","Membrane, Intellectual disability, Pyridoxal phosphate, Mitochondrion, Mitochondrion inner membrane, Cytoplasm, Alternative splicing, One-carbon metabolism, Transferase, Transit peptide, Disease variant, Reference proteome, Nucleus, Phosphoprotein, Cardiomyopathy, Mitochondrion nucleoid, 3D-structure, Acetylation, Cell membrane, Transmembrane helix, Transmembrane, Transport, Amino-acid transport, Neurotransmitter transport, Symport","","False","GLRA1, GLRB","Ligand-gated ion channel (TC 1.A.9)","Synapse, Postsynaptic cell membrane, Cell projection, Cell membrane","Chloride channel, Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Chloride, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Zinc, 3D-structure","Transporters","Channels;Ligand_gated_ion_channels;cys-loop","","","True","CellChatDB v2"
2477,"Glycine-Gly-SHMT2_SLC6A9_GLRA2","Glycine-Gly-SHMT2_SLC6A9_GLRA2","Glycine","Gly-SHMT2_SLC6A9","GLRA2","","","","","PMID: 9131721","Non-protein Signaling","Gly-(SHMT2+SLC6A9) - GLRA2","True","SHMT2, SLC6A9","SHMT, Sodium:neurotransmitter symporter (SNF) (TC 2.A.22)","Mitochondrion inner membrane, Cytoplasm, Nucleus, Mitochondrion matrix, Mitochondrion, Mitochondrion nucleoid, Cell membrane","Membrane, Intellectual disability, Pyridoxal phosphate, Mitochondrion, Mitochondrion inner membrane, Cytoplasm, Alternative splicing, One-carbon metabolism, Transferase, Transit peptide, Disease variant, Reference proteome, Nucleus, Phosphoprotein, Cardiomyopathy, Mitochondrion nucleoid, 3D-structure, Acetylation, Cell membrane, Transmembrane helix, Transmembrane, Transport, Amino-acid transport, Neurotransmitter transport, Symport","","False","GLRA2","Ligand-gated ion channel (TC 1.A.9)","Synapse, Postsynaptic cell membrane, Cell projection, Cell membrane","Chloride channel, Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Chloride, Ion transport, Glycoprotein, Disease variant, Cell projection, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Zinc, 3D-structure","Transporters","Channels;Ligand_gated_ion_channels;cys-loop","","","True","CellChatDB v2"
2478,"Adenosine-ADO-NT5E_SLC29A1_ADORA1","Adenosine-ADO-NT5E_SLC29A1_ADORA1","Adenosine","ADO-NT5E_SLC29A1","ADORA1","","","","","PMID:32514148","Non-protein Signaling","ADO-(NT5E+SLC29A1) - ADORA1","True","NT5E, SLC29A1","5'-nucleotidase, SLC29A/ENT transporter (TC 2.A.57)","Cell membrane, GPI-anchor, Basolateral cell membrane, Apical cell membrane","Membrane, Disulfide bond, Alternative splicing, Glycoprotein, Disease variant, Signal, Hydrolase, Reference proteome, Lipoprotein, Metal-binding, GPI-anchor, Cell membrane, Direct protein sequencing, Zinc, 3D-structure, Nucleotide-binding, Transmembrane helix, Phosphoprotein, Transmembrane, Transport","","True","ADORA1","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Palmitate, Glycoprotein","Receptors","GPCR;Rhodopsin","","","True","CellChatDB v2"
2479,"Adenosine-ADO-NT5E_SLC29A2_ADORA1","Adenosine-ADO-NT5E_SLC29A2_ADORA1","Adenosine","ADO-NT5E_SLC29A2","ADORA1","","","","","PMID:32514148","Non-protein Signaling","ADO-(NT5E+SLC29A2) - ADORA1","True","NT5E, SLC29A2","5'-nucleotidase, SLC29A/ENT transporter (TC 2.A.57)","Cell membrane, GPI-anchor, Basolateral cell membrane, Nucleus membrane","Membrane, Disulfide bond, Alternative splicing, Glycoprotein, Disease variant, Signal, Hydrolase, Reference proteome, Lipoprotein, Metal-binding, GPI-anchor, Cell membrane, Direct protein sequencing, Zinc, 3D-structure, Nucleotide-binding, Nucleus, Phosphoprotein, Transmembrane helix, Transmembrane, Transport","","True","ADORA1","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Palmitate, Glycoprotein","Receptors","GPCR;Rhodopsin","","","True","CellChatDB v2"
2480,"Adenosine-ADO-NT5E_SLC29A3_ADORA1","Adenosine-ADO-NT5E_SLC29A3_ADORA1","Adenosine","ADO-NT5E_SLC29A3","ADORA1","","","","","PMID:32514148","Non-protein Signaling","ADO-(NT5E+SLC29A3) - ADORA1","True","NT5E, SLC29A3","5'-nucleotidase, SLC29A/ENT transporter (TC 2.A.57)","Cell membrane, GPI-anchor, Lysosome membrane, Late endosome membrane, Membrane","Membrane, Disulfide bond, Alternative splicing, Glycoprotein, Disease variant, Signal, Hydrolase, Reference proteome, Lipoprotein, Metal-binding, GPI-anchor, Cell membrane, Direct protein sequencing, Zinc, 3D-structure, Nucleotide-binding, Lysosome, Transmembrane helix, Phosphoprotein, Transmembrane, Transport, Endosome","","True","ADORA1","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Palmitate, Glycoprotein","Receptors","GPCR;Rhodopsin","","","True","CellChatDB v2"
2481,"Adenosine-ADO-NT5E_SLC29A4_ADORA1","Adenosine-ADO-NT5E_SLC29A4_ADORA1","Adenosine","ADO-NT5E_SLC29A4","ADORA1","","","","","PMID:32514148","Non-protein Signaling","ADO-(NT5E+SLC29A4) - ADORA1","True","SLC29A4, NT5E","SLC29A/ENT transporter (TC 2.A.57), 5'-nucleotidase","Apical cell membrane, Cell membrane, GPI-anchor","Membrane, Reference proteome, Cell membrane, Transmembrane helix, Transmembrane, Transport, Alternative splicing, Glycoprotein, Disulfide bond, Disease variant, Signal, Hydrolase, Lipoprotein, Metal-binding, GPI-anchor, Direct protein sequencing, Zinc, 3D-structure, Nucleotide-binding","","True","ADORA1","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Palmitate, Glycoprotein","Receptors","GPCR;Rhodopsin","","","True","CellChatDB v2"
2482,"Adenosine-ADO-NT5E_SLC29A1_ADORA2A","Adenosine-ADO-NT5E_SLC29A1_ADORA2A","Adenosine","ADO-NT5E_SLC29A1","ADORA2A","","","","","PMID:32514148","Non-protein Signaling","ADO-(NT5E+SLC29A1) - ADORA2A","True","NT5E, SLC29A1","5'-nucleotidase, SLC29A/ENT transporter (TC 2.A.57)","Cell membrane, GPI-anchor, Basolateral cell membrane, Apical cell membrane","Membrane, Disulfide bond, Alternative splicing, Glycoprotein, Disease variant, Signal, Hydrolase, Reference proteome, Lipoprotein, Metal-binding, GPI-anchor, Cell membrane, Direct protein sequencing, Zinc, 3D-structure, Nucleotide-binding, Transmembrane helix, Phosphoprotein, Transmembrane, Transport","","True","ADORA2A","G-protein coupled receptor 1","Cell membrane","Transducer, Ubl conjugation, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein","Receptors","GPCR;Rhodopsin","","","True","CellChatDB v2"
2483,"Adenosine-ADO-NT5E_SLC29A2_ADORA2A","Adenosine-ADO-NT5E_SLC29A2_ADORA2A","Adenosine","ADO-NT5E_SLC29A2","ADORA2A","","","","","PMID:32514148","Non-protein Signaling","ADO-(NT5E+SLC29A2) - ADORA2A","True","NT5E, SLC29A2","5'-nucleotidase, SLC29A/ENT transporter (TC 2.A.57)","Cell membrane, GPI-anchor, Basolateral cell membrane, Nucleus membrane","Membrane, Disulfide bond, Alternative splicing, Glycoprotein, Disease variant, Signal, Hydrolase, Reference proteome, Lipoprotein, Metal-binding, GPI-anchor, Cell membrane, Direct protein sequencing, Zinc, 3D-structure, Nucleotide-binding, Nucleus, Phosphoprotein, Transmembrane helix, Transmembrane, Transport","","True","ADORA2A","G-protein coupled receptor 1","Cell membrane","Transducer, Ubl conjugation, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein","Receptors","GPCR;Rhodopsin","","","True","CellChatDB v2"
2484,"Adenosine-ADO-NT5E_SLC29A3_ADORA2A","Adenosine-ADO-NT5E_SLC29A3_ADORA2A","Adenosine","ADO-NT5E_SLC29A3","ADORA2A","","","","","PMID:32514148","Non-protein Signaling","ADO-(NT5E+SLC29A3) - ADORA2A","True","NT5E, SLC29A3","5'-nucleotidase, SLC29A/ENT transporter (TC 2.A.57)","Cell membrane, GPI-anchor, Lysosome membrane, Late endosome membrane, Membrane","Membrane, Disulfide bond, Alternative splicing, Glycoprotein, Disease variant, Signal, Hydrolase, Reference proteome, Lipoprotein, Metal-binding, GPI-anchor, Cell membrane, Direct protein sequencing, Zinc, 3D-structure, Nucleotide-binding, Lysosome, Transmembrane helix, Phosphoprotein, Transmembrane, Transport, Endosome","","True","ADORA2A","G-protein coupled receptor 1","Cell membrane","Transducer, Ubl conjugation, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein","Receptors","GPCR;Rhodopsin","","","True","CellChatDB v2"
2485,"Adenosine-ADO-NT5E_SLC29A4_ADORA2A","Adenosine-ADO-NT5E_SLC29A4_ADORA2A","Adenosine","ADO-NT5E_SLC29A4","ADORA2A","","","","","PMID:32514148","Non-protein Signaling","ADO-(NT5E+SLC29A4) - ADORA2A","True","SLC29A4, NT5E","SLC29A/ENT transporter (TC 2.A.57), 5'-nucleotidase","Apical cell membrane, Cell membrane, GPI-anchor","Membrane, Reference proteome, Cell membrane, Transmembrane helix, Transmembrane, Transport, Alternative splicing, Glycoprotein, Disulfide bond, Disease variant, Signal, Hydrolase, Lipoprotein, Metal-binding, GPI-anchor, Direct protein sequencing, Zinc, 3D-structure, Nucleotide-binding","","True","ADORA2A","G-protein coupled receptor 1","Cell membrane","Transducer, Ubl conjugation, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein","Receptors","GPCR;Rhodopsin","","","True","CellChatDB v2"
